,syuzhetr_afinn,syuzhetr_afinn_rstd,syuzhetr_afinn_rzstd,syuzhetr_afinn_smalowess_rzstd
0,2,2.0,1.1100388394250005,0.05442504029909674
1,0,0.0,-0.012946511079982062,0.05436817867631834
2,2,2.0,1.1100388394250005,0.05431137031532563
3,-2,-2.0,-1.1359318615849647,0.054254615312060585
4,0,0.0,-0.012946511079982062,0.05419791375966727
5,0,0.0,-0.012946511079982062,0.05414126574902039
6,0,0.0,-0.012946511079982062,0.054084671368366796
7,0,0.0,-0.012946511079982062,0.05402813070245824
8,0,0.0,-0.012946511079982062,0.05397164382982566
9,0,0.0,-0.012946511079982062,0.05391521082136682
10,4,4.0,2.233024189929983,0.05385883173988109
11,3,3.0,1.6715315146774918,0.053802506639272336
12,0,0.0,-0.012946511079982062,0.05374623556425239
13,-3,-3.0,-1.697424536837456,0.05369001855020772
14,-2,-2.0,-1.1359318615849647,0.05363385562290506
15,-1,-1.0,-0.5744391863324734,0.05357774679773652
16,-3,-3.0,-1.697424536837456,0.053521692079906646
17,-3,-3.0,-1.697424536837456,0.05346569146619288
18,-2,-2.0,-1.1359318615849647,0.0534097449454409
19,0,0.0,-0.012946511079982062,0.05335385249921648
20,0,0.0,-0.012946511079982062,0.053298014102444814
21,-2,-2.0,-1.1359318615849647,0.053242229723280236
22,0,0.0,-0.012946511079982062,0.05318649932235292
23,0,0.0,-0.012946511079982062,0.053130822852485736
24,0,0.0,-0.012946511079982062,0.053075200258715795
25,-1,-1.0,-0.5744391863324734,0.05301963147877273
26,-1,-1.0,-0.5744391863324734,0.05296411644380889
27,0,0.0,-0.012946511079982062,0.052908655081091605
28,-1,-1.0,-0.5744391863324734,0.052853247314590665
29,3,3.0,1.6715315146774918,0.052797893064980936
30,0,0.0,-0.012946511079982062,0.052742592250375926
31,0,0.0,-0.012946511079982062,0.05268734478787537
32,0,0.0,-0.012946511079982062,0.05263215059420613
33,3,3.0,1.6715315146774918,0.052577009585790944
34,2,2.0,1.1100388394250005,0.052521921678745864
35,1,1.0,0.5485461641725092,0.05246688678887778
36,0,0.0,-0.012946511079982062,0.052411904831671095
37,-1,-1.0,-0.5744391863324734,0.05235697572228346
38,-1,-1.0,-0.5744391863324734,0.05230209937555011
39,-1,-1.0,-0.5744391863324734,0.05224727570598743
40,0,0.0,-0.012946511079982062,0.05219250462777006
41,3,3.0,1.6715315146774918,0.052137786054681494
42,0,0.0,-0.012946511079982062,0.05208311990015998
43,0,0.0,-0.012946511079982062,0.0520285060773103
44,1,1.0,0.5485461641725092,0.05197394449890402
45,2,2.0,1.1100388394250005,0.05191943507737328
46,-4,-4.0,-2.2589172120899472,0.05186497772481033
47,4,4.0,2.233024189929983,0.05181057235296471
48,2,2.0,1.1100388394250005,0.05175621887323915
49,0,0.0,-0.012946511079982062,0.051701917196688686
50,-3,-3.0,-1.697424536837456,0.05164766723401598
51,-2,-2.0,-1.1359318615849647,0.051593468895569344
52,-1,-1.0,-0.5744391863324734,0.05153932209134225
53,3,3.0,1.6715315146774918,0.05148522673096731
54,1,1.0,0.5485461641725092,0.05143118272371487
55,0,0.0,-0.012946511079982062,0.0513771899784922
56,0,0.0,-0.012946511079982062,0.05132324840383841
57,0,0.0,-0.012946511079982062,0.0512693579079236
